BorrowerName,BorrowerAddress,BorrowerCity,BorrowerZip,FranchiseName,NAICSCode,BorrowerZip_6dig,Race,Ethnicity
MYRIAD INDUSTRIES,3454 E Street,San Diego,92102,,423490.0,92102,White,Not Hispanic or Latino
HM PITT LABS INC,9590 Chesapeake Dr Ste 5,San Diego,92123-1348,,541620.0,92123,White,Not Hispanic or Latino
"GASLAMP PLAZA SUITES OWNERS ASSOCIATION, INC.",520 E ST,SAN DIEGO,92101-6206,,561990.0,92101,Unanswered,Unknown/NotStated
GOSHARE INC.,101 W BROADWAY STE 300,SAN DIEGO,92101,,541511.0,92101,Unanswered,Unknown/NotStated
"F & F FINE WINES INTERNATIONAL, INC.",3238 Old Heather Rd,SAN DIEGO,92111-7716,,445310.0,92111,Unanswered,Unknown/NotStated
KENNETH WEISS & COMPANY INC.,5151 Shoreham Pl Ste 210,San Diego,92122-5940,,541211.0,92122,White,Not Hispanic or Latino
GLOBE HARU INC.,1901 Columbia St,San Diego,92101-2201,,722511.0,92101,Asian,Not Hispanic or Latino
ABOVE ALL ADVERTISING INC,6980 CORTE SANTA FE,SAN DIEGO,92121,,423990.0,92121,Unanswered,Not Hispanic or Latino
UK PUBS INC,3701 India Street,SAN DIEGO,92103-3727,,722410.0,92103,Unanswered,Not Hispanic or Latino
HV RECOGNITION LLC,4901 Morena Blvd Ste 801,San Diego,92117-7332,,541890.0,92117,Unanswered,Unknown/NotStated
THE EDWARDS ASSOCIATES INC.,9444 Balboa Ave Ste 120,San Diego,92123-4351,,541910.0,92123,Unanswered,Unknown/NotStated
KONO'S CAFE INC,704 Garnet Ave,San Diego,92109-2408,,722513.0,92109,Unanswered,Unknown/NotStated
"EGUZKI, LLC",1907 COLUMBIA ST APT 506,SAN DIEGO,92101-2221,,523991.0,92101,Unanswered,Unknown/NotStated
SUPERDRY SAN DIEGO INC,2535 Camino del Rio S Ste 320,San Diego,92108-3754,,236118.0,92108,Unanswered,Not Hispanic or Latino
LITTLE SAKANA INC.,8270 Mira Mesa Blvd Ste E,San Diego,92126-2604,,722511.0,92126,Asian,Unknown/NotStated
"SULLAWAY ENGINEERING, INC.",15516 Rancho Bernardo Road Suite 260,SAN DIEGO,92127,,541330.0,92127,Unanswered,Unknown/NotStated
BODYSPIRIT LLC,2655  4TH AVE,SAN DIEGO,92103-6514,,561210.0,92103,Unanswered,Not Hispanic or Latino
PARTY PALS GENERAL PARTNERSHIP,10427 Roselle St,San Diego,92121-1503,,532289.0,92121,Unanswered,Unknown/NotStated
BAJA SKIVA APPAREL INC.,9255 CUSTOM HOUSE PLAZA STE L & M,SAN DIEGO,92154,,323113.0,92154,Unanswered,Unknown/NotStated
"4580 UNIVERSITY AVENUE, INC.",4580 UNIVERSITY AVE,SAN DIEGO,92105,,445110.0,92105,Unanswered,Unknown/NotStated
ISLAMIC SCHOOL OF SAN DIEGO INC,7202 PRINCESS VIEW DR,SAN DIEGO,92120-1332,,611699.0,92120,Unanswered,Unknown/NotStated
CONCERT HEALTH INC,1536 31st Street,San Diego,92102,,621112.0,92102,Unanswered,Unknown/NotStated
PHYSICIAN SURROGACY INC,3661 VALLEY CENTRE DR STE 150,SAN DIEGO,92130,,621112.0,92130,Asian,Not Hispanic or Latino
GREENE & ROBERTS LLP,"402 WEST BROADWAY, SUITE 1025",SAN DIEGO,92101,,541110.0,92101,Unanswered,Unknown/NotStated
"SNAKE OIL COCKTAIL COMPANY, LLC","1735 Hancock Street, Suite D",San Diego,92101,,722320.0,92101,Unanswered,Unknown/NotStated
MAA PALM DESERT HOSPITALITY,445 Hotel Cir S,San Diego,92108-3402,SpringHill Suites by Marriott,721110.0,92108,Asian,Not Hispanic or Latino
EQUALITY ALLIANCE OF SAN DIEGO,"4443 30TH ST, Ste 200 & 300",SAN DIEGO,92116-4295,,813211.0,92116,White,Hispanic or Latino
ACCOMPLISHMENT COACHING INC,"2831 Camino Del Rio South,   Suite 216",San Diego,92108,,541611.0,92108,White,Not Hispanic or Latino
"BBG SD3, LLC",1557 Columbia st,SAN DIEGO,92101,,722511.0,92101,Unanswered,Unknown/NotStated
S J S INVESTMENT INC.,4620 CONVOY ST #D&E,SAN DIEGO,92111,,722511.0,92111,Asian,Not Hispanic or Latino
DUFOE CONSULTING ENGINEERS INC.,10680 Treena St Ste 163,San Diego,92131-2443,,541330.0,92131,White,Not Hispanic or Latino
PRECISION INFORMATION LLC,501 W Broadway Ste A158,San Diego,92101-3536,,541511.0,92101,White,Not Hispanic or Latino
DAVENPORT DEVELOPMENT CORP DBA CLASSICHA,8360 CLAIREMONT MESA BLVD STE,SAN DIEGO,92111,,,92111,White,Not Hispanic or Latino
ENVIROMATRIX ANALYTICAL INC.,4340 Viewridge Ave Ste A,San Diego,92123-1682,,541380.0,92123,White,Not Hispanic or Latino
"TRI-COUNTY DRILLING, INC.",9631 CANDIDA ST,SAN DIEGO,92126,,237110.0,92126,White,Not Hispanic or Latino
RAINSCAPE ENVIRONMENTAL MANAGEMENT,8322 Clairemont Mesa Blvd Ste 112,San Diego,92111-1317,,561730.0,92111,Unanswered,Unknown/NotStated
KBI ELECTRIC INC,9380 Activity Rd Ste A,San Diego,92126-4413,,238210.0,92126,White,Not Hispanic or Latino
"KBI ELECTRIC, INC.",9380 ACTIVITY RD STE A,SAN DIEGO,92126-4413,,238210.0,92126,White,Not Hispanic or Latino
DURKIN HEALTH & WELLNESS INC DBA FITNESS,10006 Scripps Ranch Blvd # C-7,San Diego,92131-1233,,713940.0,92131,Unanswered,Unknown/NotStated
LEELEE VENTURES LLC,2253 Morena Blvd,San Diego,92110-4134,,722410.0,92110,White,Not Hispanic or Latino
PARTY PALS GP,10427 Roselle St,SAN DIEGO,92121,,532289.0,92121,White,Unknown/NotStated
"TRUE CHAMPIONS, INC",5234 Cushman Pl Ste 200,SAN DIEGO,92110,,238190.0,92110,Unanswered,Unknown/NotStated
WIN & LONG TIMES LLC,17065 WEST BERNARDO DR,SAN DIEGO,92127-1457,Holiday Inn Express (License Agreement),721110.0,92127,Unanswered,Unknown/NotStated
SOUND TALENT GROUP LLC,6156 CAMINO LARGO,SAN DIEGO,92120,,711410.0,92120,White,Unknown/NotStated
BARTON HOUSE SENIOR LIVING LLC,12625 High Bluff Dr Ste 310,San Diego,92130-2054,,623110.0,92130,Unanswered,Unknown/NotStated
CARLSTEAD LLC,5434 KEARNY RD,SAN DIEGO,92111,Hampton Inn,721110.0,92111,Unanswered,Unknown/NotStated
"KIRE BUILDERS, INC.","10625 Scripps Ranch Blvd., Suite F",SAN DIEGO,92131-1012,,236115.0,92131,Unanswered,Not Hispanic or Latino
DAVENPORT DEVELOPMENT CORP DBA CLASSIC HARDWOOD FLOORS,8360 Clairemont Mesa Blvd Ste 111,San Diego,92111-1321,,238330.0,92111,White,Not Hispanic or Latino
JULIA M. GARWOOD APLC,1450 Frazee Rd Ste 501,San Diego,92108-4344,,541110.0,92108,Unanswered,Unknown/NotStated
"MIND PROTEIN, INC.",3033 BUNKER HILL ST,SAN DIEGO,92109-5705,,611710.0,92109,Unanswered,Unknown/NotStated
"CA BREAKFAST REPUBLIC, INC.",2730 University Ave,San Diego,92104,,722511.0,92104,Unanswered,Unknown/NotStated
TECH WORLD RESTORERS LIMITED LIABILITY CO.,336 South Meadowbrook Drive,San Diego,92114-7625,,811212.0,92114,Unanswered,Unknown/NotStated
BET THE FARM,16765 Bernardo Center Dr Ste O-1,San Diego,92128-2509,,722511.0,92128,Unanswered,Not Hispanic or Latino
ACE PARKING III LLC,645 Ash St,San Diego,92101-3211,,812930.0,92101,Unanswered,Unknown/NotStated
FOUR SEASONS DESIGN INC.,2451 Britannia Blvd,San Diego,92154-7405,,323113.0,92154,Unanswered,Unknown/NotStated
TRIPLE CROWN RESTAURANT GROUP LLC,904  5TH AVE,SAN DIEGO,92101-6102,,722511.0,92101,Unanswered,Unknown/NotStated
"SIVALTECH, INC.",6170 CORNERSTONE CT E STE 260,SAN DIEGO,92121,,999990.0,92121,Unanswered,Unknown/NotStated
SIVALTECH INC.,6170 Cornerstone Ct E Ste 260,San Diego,92121-3767,,541330.0,92121,Unanswered,Unknown/NotStated
"SBR4, LP",3752 PARK BLVD STE 105C,SAN DIEGO,92103,,722410.0,92103,Unanswered,Unknown/NotStated
"ACTION BEACH & BAY RENTALS, INC.",2580 Ingraham St,San Diego,92109-7909,,713990.0,92109,Unanswered,Unknown/NotStated
"ACTION BEACH & BAY RENTALS, INC.",2580 INGRAHAM ST,SAN DIEGO,92109-7901,,713990.0,92109,Unanswered,Unknown/NotStated
PARK COMMON SORRENTO VALLEY LP,9645 Scranton Rd,San Diego,92121-1764,,722511.0,92121,White,Hispanic or Latino
"LIFESTYLE CONCEPTS, INC.",7700 RONSON RD,SAN DIEGO,92111,,442299.0,92111,Unanswered,Unknown/NotStated
"MRP TRAINING SOLUTIONS, INC.",4362 ALDER DR,SAN DIEGO,92116-2322,,611420.0,92116,Unanswered,Unknown/NotStated
MILANO FIVE GROUP LLC,926 Turquoise St,San Diego,92109-1186,,722511.0,92109,Unanswered,Unknown/NotStated
"LE PERV LANDSCAPE, INC.",7986 Dagget Street,SAN DIEGO,92111,,561730.0,92111,Unanswered,Unknown/NotStated
TRINION AMERICA INC.,8880 RIO SAN DIEGO DR SUITE 350,SAN DIEGO,92108,,488510.0,92108,Unanswered,Unknown/NotStated
CALTEK STAFFING INC,4833 Santa Monica Ave,San Diego,92107-2810,,561320.0,92107,Black or African American,Not Hispanic or Latino
CALTEK STAFFING INC.,2665 ARIANE DR,SAN DIEGO,92117,,561311.0,92117,Black or African American,Not Hispanic or Latino
SAN DIEGO SPORTS MEDICINE & ORTHOPAEDIC CENTER INC.,6719 Alvarado Rd Ste 200,San Diego,92120-5256,,621111.0,92120,Unanswered,Unknown/NotStated
"UBIQ SECURITY, INC.",4110 CAMPUS POINT CT,SAN DIEGO,92121,,423430.0,92121,Unanswered,Unknown/NotStated
ATTIC CONSTRUCTION INC.,5519 Clairemont Mesa Blvd # 205,San Diego,92117-2342,,238310.0,92117,Unanswered,Unknown/NotStated
URIEL BEJAR DBA WESTCOAST SECURITY &AMP;,3650 CLAIREMONT DR STE 8B,SAN DIEGO,92117,,561612.0,92117,Unanswered,Unknown/NotStated
"K.D. STAHL CONSTRUCTION GROUP, INC.","13240 EVENING CREEK DR., S #302",SAN DIEGO,92128,,236220.0,92128,Unanswered,Unknown/NotStated
WEST DIVING SERVICES INC.,3561 Dalbergia St,San Diego,92113-3810,,561990.0,92113,Unanswered,Not Hispanic or Latino
"R &AMP; S TAVARES ASSOCIATES, INC.","11590 W Bernardo Court, Suite 100",San Diego,92127,,541330.0,92127,White,Hispanic or Latino
"JACKO LAW GROUP, PC",1350 COLUMBIA ST STE 300,SAN DIEGO,92101,,541110.0,92101,Unanswered,Unknown/NotStated
SHIER AVIATION CORPORATION DBA CORPORATE HELICOPTERS,3753 John J Montgomery Drive Suite 2,SAN DIEGO,92123,,481219.0,92123,Unanswered,Unknown/NotStated
NAZARETH SCHOOL OF SAN DIEGO INC,10728 San Diego Mission Rd,San Diego,92108-2409,,611110.0,92108,White,Not Hispanic or Latino
"BROOKS, JUCHA & ASSOCIATES INSURANCE SERVICES, INC.",11405 West BERNARDO CT,SAN DIEGO,92127-1639,,524210.0,92127,White,Not Hispanic or Latino
DEL MAR HIGHLANDS CAR WASH INC.,12889 El Camino Real,San Diego,92130-2010,,447110.0,92130,White,Not Hispanic or Latino
BIG HUEVOS HOLDINGS LP,6682 Elegante Way,San Diego,92130-5403,Broken Yolk Cafe,722511.0,92130,Unanswered,Unknown/NotStated
RAINSCAPE ENVIRONMENTAL MANAGEMENT,8322 Clairemont Mesa Blvd #112,San Diego,92111,,561730.0,92111,Unanswered,Unknown/NotStated
"4G DEVELOPMENT & CONSULTING, INC.",17605 Parlange Pl,San Diego,92128,,531390.0,92128,Unanswered,Unknown/NotStated
M J SERVICES INC.,8352 Clairemont Mesa Blvd. Suite B,San Diego,92111,,238220.0,92111,Unanswered,Unknown/NotStated
"WSA DISTRIBUTING, INC.",7222 Opportunity Rd,San Diego,92111-2204,,423690.0,92111,White,Hispanic or Latino
PROST LLC,1971 India St,San Diego,92101-2214,,722511.0,92101,Unanswered,Unknown/NotStated
"BBG COMMUNICATIONS, INC.","1658 GAILES BLVD, STE B",SAN DIEGO,92154,,517311.0,92154,Unanswered,Unknown/NotStated
BICKEL SANNIPOLI,701 B St Ste 1200,San Diego,92101-8150,,541110.0,92101,Unanswered,Unknown/NotStated
IVEY ENGINEERING INC.,8330 Juniper Creek Ln,San Diego,92126-1072,,541310.0,92126,Unanswered,Unknown/NotStated
ISLAMIC SCHOOL OF SAN DIEGO,7050 Eckstrom Ave,San Diego,92111-3400,,611110.0,92111,Unanswered,Unknown/NotStated
CH PROJECTS INC,631 9th Ave,San Diego,92101-6409,,722511.0,92101,Unanswered,Not Hispanic or Latino
"WALDRON, BORJA, AND STOWE INC.",710 13TH ST STE 307,SAN DIEGO,92101,,,92101,White,Not Hispanic or Latino
TONY DE LEON & ASSOCIATES INC.,12245 W. BERNARDO CT. STE.100 -,SAN DIEGO,92127,,511210.0,92127,White,Not Hispanic or Latino
HALE ENGINEERING & SURVEYING I,7910 Convoy Court,SAN DIEGO,92111-1212,,541330.0,92111,White,Unknown/NotStated
HERITAGE ARCHITECTURE & PLANNING,633 FIFTH AVENUE,SAN DIEGO,92101-6915,,541310.0,92101,Unanswered,Unknown/NotStated
WATERSEDGE LANDSCAPE INC,4345 MURPHY CANYON RD STE 100,SAN DIEGO,92123-4362,,561730.0,92123,Unanswered,Hispanic or Latino
SWISS DEVCO,1920 Arjons  Drive  Suite A,San Diego,92126,,423430.0,92126,Unanswered,Unknown/NotStated
"BREAKFAST REPUBLIC-PACIFIC BEACH, LP",4465 Mission Blvd,San Diego,92109,,722511.0,92109,Unanswered,Unknown/NotStated
"U-STOR-IT MANAGERS, LLC",501 W BROADWAY STE 200,SAN DIEGO,92101-3505,,531130.0,92101,Unanswered,Unknown/NotStated
DARK HORSE COFFEE ROASTER LLC,3260 Adams Ave,San Diego,92116-1646,,722515.0,92116,Unanswered,Unknown/NotStated
"TECHNOLOGY ASSURANCE GROUP - NATIONAL, LLC",9635 Granite Ridge Drive,San Diego,92115,,812990.0,92115,Unanswered,Unknown/NotStated
"DAS-ALLIANCE GROUP, LLC",10650 SCRIPPS RANCH BLVD 216,SAN DIEGO,92131,,531190.0,92131,Unanswered,Unknown/NotStated
"APPLE TOURS & TRAVEL, INC.","2727 Camino Del Rio South, Suite 219",SAN DIEGO,92108,,561510.0,92108,Unanswered,Unknown/NotStated
"RIGHT MANUFACTURING, LLC",7949 STROMESA CT Ste G,SAN DIEGO,92126-6335,,236220.0,92126,Unanswered,Unknown/NotStated
QUALITYFIRST COMMERCIAL CORP,1495 PACIFIC HWY SUITE 450,SAN DIEGO,92101-2412,,531210.0,92101,Unanswered,Unknown/NotStated
PREOVOLOS LEWIN ALC,450 B St Ste 1600,San Diego,92101-8095,,541110.0,92101,White,Unknown/NotStated
"C& SD CONSTRUCTION, INC.",4895 PACIFIC HWY,SAN DIEGO,92110-4003,,236118.0,92110,Unanswered,Unknown/NotStated
MERCED MOTEL INVESTMENT INC,815 W San Ysidro Blvd,San Diego,92173-1827,,721110.0,92173,Unanswered,Unknown/NotStated
"FREDRICKSON, MAZEIKA & GRANT, LLP",5720 OBERLIN DR,SAN DIEGO,92121,,541110.0,92121,White,Not Hispanic or Latino
FREDRICKSON MAZEIKA & GRANT LLP,5720 Oberlin Dr,San Diego,92121-1723,,541110.0,92121,White,Not Hispanic or Latino
SAN DIEGO SPORTS MEDICINE & ORTHOPAEDIC CENTER INC.,6719 Alvarado Road Ste 200,San Diego,92120,,621111.0,92120,Unanswered,Unknown/NotStated
SORRENTO VALLEY CHILDRENS CENTER INC,4050 SORRENTO VALLEY BLVD A,SAN DIEGO,92121,,611699.0,92121,White,Unknown/NotStated
ACCELAGEN INC,6044 CORNERSTONE CT W STE C,SAN DIEGO,92121-4730,,236117.0,92121,Unanswered,Unknown/NotStated
TRACY LYNN STUDIO,7945 DUNBROOK RD Ste A,SAN DIEGO,92126-4372,,541310.0,92126,White,Not Hispanic or Latino
SWISS DEVCO,7920 Arjons Drive  Suite A,SAN DIEGO,92126,,423440.0,92126,Unanswered,Unknown/NotStated
SAN DIEGO FUTURES FOUNDATION,4283 El Cajon Blvd. Suite 220,San Diego,92105,,624310.0,92105,Unanswered,Unknown/NotStated
HM PITT LABS INC,9590 CHESAPEAKE DR,SAN DIEGO,92123-1305,,541380.0,92123,White,Not Hispanic or Latino
NATURESCAPE SERVICES INC,8575 Aero Dr,SAN DIEGO,92123-1722,,812990.0,92123,Unanswered,Unknown/NotStated
"COVALENTCAREERS, INC.",3605 5TH AVE,SAN DIEGO,92103,,541519.0,92103,Unanswered,Unknown/NotStated
STRACHAN ENTERPRISES INC. DBA SERVPRO LA JOLLA,9097 KENAMAR DR,SAN DIEGO,92121,,562910.0,92121,Unanswered,Unknown/NotStated
BRAVO CONSULTING SERVICES INC,6440 Lusk Blvd Ste 202,San Diego,92121-2762,,541213.0,92121,Unanswered,Unknown/NotStated
"THINKSMART, INC.",12220 World Trade Drive,San Diego,92128,,511199.0,92128,Unanswered,Unknown/NotStated
"J&AMP;B NP RESTAURAN, LLC",3794 30TH STREET,SAN DIEGO,92104-3632,,722511.0,92104,White,Not Hispanic or Latino
DIXON RESOURCES UNLIMITED,4016 CORONADO AVE,SAN DIEGO,92107-3733,,561990.0,92107,Unanswered,Unknown/NotStated
"GRUB CARMEL MOUNTAIN, LLC",12045 Caramel Mountain Road #303,SAN DIEGO,92128-4606,,722511.0,92128,Unanswered,Unknown/NotStated
VPK ENTERPRISES INC.,815 5th Ave,San Diego,92101-6107,,722511.0,92101,Unanswered,Not Hispanic or Latino
QUANTITATIVE BIOSCIENCES INC,6185 Cornerstone Ct E Ste 107,San Diego,92121-4726,,541714.0,92121,Unanswered,Unknown/NotStated
MCGILL SCHOOL OF SUCCESS CHARTER,3025 FIR ST,SAN DIEGO,92102-1123,,611110.0,92102,Unanswered,Unknown/NotStated
"PAYROLL WORLD, INC.",5125 CONVOY ST,SAN DIEGO,92111,,999990.0,92111,Unanswered,Unknown/NotStated
PERFORMANCE TITANIUM GROUP LLC,8400 MIRAMAR RD,SAN DIEGO,92126,,423510.0,92126,Unanswered,Unknown/NotStated
"ROSS A. JUREWITZ, APC",600 B ST 1550,SAN DIEGO,92101-4500,,541110.0,92101,Unanswered,Hispanic or Latino
KRG GRADY'S LLC,12730 HIGH BLUFF DR STE 250,SAN DIEGO,92130-3023,,722511.0,92130,Unanswered,Unknown/NotStated
PRECISION INFORMATION LLC,501 W Broadway Suite A158,SAN DIEGO,92101,,511210.0,92101,White,Not Hispanic or Latino
K & K THREE RESTAURANTS INC,9898 Mira Mesa Blvd,San Diego,92131-1025,Denny's,722511.0,92131,Asian,Not Hispanic or Latino
EUCLID ENDOSCOPY CENTER L.P,286 Euclid Ave Ste 109,San Diego,92114-3611,,622110.0,92114,Unanswered,Not Hispanic or Latino
"EUCLID ENDOSCOPY CNETER, L.P.","286 Euclid Avenue, Ste 109",San Diego,92114-3609,,621112.0,92114,Unanswered,Not Hispanic or Latino
HARBOR TOWN PUB INC,1125 ROSECRANS ST,SAN DIEGO,92106,,722511.0,92106,Unanswered,Not Hispanic or Latino
MIR INTERNATIONAL SERVICES INC,121 BROADWAY SUITE 630,SAN DIEGO,92101,,541611.0,92101,Unanswered,Unknown/NotStated
REALITY CHANGERS,3910 UNIVERSITY AVE STE 400,SAN DIEGO,92105-7302,,611699.0,92105,Black or African American,Not Hispanic or Latino
THE THIRD CORNER INC.,2265 BACON ST.,SAN DIEGO,92107,,722511.0,92107,Unanswered,Unknown/NotStated
XENDEE CORPORATION,6540 Lusk Blvd,San Diego,92121-2767,,511210.0,92121,Unanswered,Unknown/NotStated
SIDUS SOLUTIONS LLC,7352 Trade St,San Diego,92121-2422,,423690.0,92121,Unanswered,Unknown/NotStated
PRESTIGE FLAG MFG CO INC,591 CAMINO DE LA REINA STE 917,SAN DIEGO,92108-3111,,314999.0,92108,Unanswered,Unknown/NotStated
"MCGREGOR'S G&A, INC.",10475 SAN DIEGO MISSION ROAD,SAN DIEGO,92108,,722410.0,92108,Unanswered,Unknown/NotStated
PHONE WARE INC,8902 Activity Rd Ste A,San Diego,92126-4471,,561422.0,92126,White,Not Hispanic or Latino
"TIC TOC ADVERTISING, INC.",2159 INDIA ST,SAN DIEGO,92101,,541613.0,92101,Unanswered,Unknown/NotStated
SUPERDRY SAN DIEGO INC,9765 BIRCH CANYON PL,SAN DIEGO,92126-1077,,999990.0,92126,Unanswered,Not Hispanic or Latino
B&X HOLDING COMPANY,6126 Summit Crest Circle,San Diego,92130-5035,,551112.0,92130,Unanswered,Unknown/NotStated
RENAISSANCE HOME HEALTH CARE INC.,3160 CAMINO DEL RIO S STE 312,SAN DIEGO,92108,,,92108,White,Not Hispanic or Latino
"GOLDEN LIVING HEALTH MANAGEMENT, INC",3223 Duke Street,SAN DIEGO,92110-5401,,561990.0,92110,Unanswered,Unknown/NotStated
ELECTRONIC SURFACE MOUNTED INDUSTRIES,6731 Cobra Way,San Diego,92121-4110,,334418.0,92121,Unanswered,Unknown/NotStated
"BITE-AWAY TERMITE AND PEST COBNTROL, INC.",7370 Mission Gorge Rd,San Diego,92120-1224,,561710.0,92120,Unanswered,Unknown/NotStated
BITE-A-WAY TERMITE AND PEST CONTROL INC,7370 Mission Gorge Rd,San Diego,92120-1224,,561710.0,92120,Unanswered,Unknown/NotStated
FATTA GROUP LLC,4095 30th St,San Diego,92104-2601,,722511.0,92104,Asian,Not Hispanic or Latino
BANKRUPTCY LAW CENTER APC,1230 Columbia St Ste 1100,San Diego,92101-8517,,922130.0,92101,Unanswered,Hispanic or Latino
ST. MARKS UNITED METHODIST CHURCH INC.,3502 Clairemont Dr,SAN DIEGO,92117-5939,,813110.0,92117,Unanswered,Unknown/NotStated
"PONCE'S MEXICAN RESTAURANT, INC.",4050 ADAMS AVE,SAN DIEGO,92116,,722511.0,92116,Unanswered,Hispanic or Latino
"EDAN DIAGNOSTICS, INCORPORATED",9918 VIA PASAR,SAN DIEGO,92126,,621511.0,92126,Unanswered,Unknown/NotStated
GYM LITTLE ITALY LP,405  WEST ASH ST,SAN DIEGO,92101-3115,,713940.0,92101,Unanswered,Unknown/NotStated
A & C LANDSCAPE INC,2772 National Ave,San Diego,92113-2341,,561730.0,92113,Unanswered,Unknown/NotStated
"CABRILLO ADVISORS, INC.","4350 Executive Drive, Ste 260",San Diego,92121-2109,,541990.0,92121,Unanswered,Unknown/NotStated
HOUSE ENTERPRISES INC,2907 Shelter Island Dr Ste 217,San Diego,92106-2744,,722511.0,92106,Unanswered,Unknown/NotStated
"CONVENTUS BIOMEDICAL SOLUTIONS, INC.",5414 OBERLIN DR STE 130,SAN DIEGO,92121-4744,,541910.0,92121,Unanswered,Unknown/NotStated
ELEVATION POINT 2 INC,8559 Run of the Knolls,San Diego,92127-2547,,541990.0,92127,White,Unknown/NotStated
ELEVATION POINT 2 INC,8559 RUN OF THE KNLS,SAN DIEGO,92127-2547,,541690.0,92127,White,Unknown/NotStated
OTB MISSION VALLEY RESTAURANT LP,3435 Camino Del Rio S.  Suite 220,San Diego,92108,,722511.0,92108,Unanswered,Unknown/NotStated
OUTDOOR OUTREACH,5275 Market St,San Diego,92114-2215,,624110.0,92114,White,Not Hispanic or Latino
MELETIS & MUNSCH LLP,12636 High Bluff Dr Ste 350,San Diego,92130-7003,,541211.0,92130,Unanswered,Not Hispanic or Latino
"DALLO & DALLO, INC.",920 Cardiff Street,San Diego,92114-5018,,445110.0,92114,White,Not Hispanic or Latino
MEDDERM CORPORATION,3965 5th Ave Ste 200,San Diego,92103-3107,,621111.0,92103,White,Not Hispanic or Latino
M J SERVICES INC.,8352 Clairemont Mesa Blvd,San Diego,92111-1302,,238220.0,92111,White,Not Hispanic or Latino
PILYQ LLC,11760 Sorrento Valley Rd Ste L,San Diego,92121-1018,,424330.0,92121,Unanswered,Unknown/NotStated
K&AMP;S ENGINEERING INC,7801 MISSION CENTER COURT SUTIE 100,SAN DIEGO,92108,,541330.0,92108,Unanswered,Unknown/NotStated
QUARTIC SOLUTIONS LLC,1427 CHALCEDONY ST,SAN DIEGO,92109-2127,,541370.0,92109,Unanswered,Unknown/NotStated
"G-GLOBAL LOGISTICS, INC",2695 Customhouse Court,San Diego,92154,,488510.0,92154,Unanswered,Unknown/NotStated
K&S ENGINEERING INC.,7801 Mission Center Ct Ste 100,San Diego,92108-1314,,541330.0,92108,Unanswered,Unknown/NotStated
"ETC ADVENTURES, LLC",1236 UNIVERSITY AVE,SAN DIEGO,92103-3312,,722410.0,92103,Unanswered,Unknown/NotStated
OCCAMS PARADIGM INC,3914 Murphy Canyon Rd,SAN DIEGO,92123,,541611.0,92123,Unanswered,Unknown/NotStated
EXCEL AUSTIN NORTH LP,10174 Old Grove Rd Ste 200,San Diego,92131-1652,Best Western - Membership Agreement,721110.0,92131,Unanswered,Unknown/NotStated
"MELETIS & MUNSCH, LLP","12636 High Bluff Dr., Suite 350",San Diego,92130-7003,,541211.0,92130,Unanswered,Not Hispanic or Latino
INNO TECH MANUFACTURING INC.,10109 CARROLL CANYON RD,SAN DIEGO,92131,,332710.0,92131,Unanswered,Unknown/NotStated
MENDING MATTERS,11835 CARMEL MOUNTAIN RD SUITE 1304-342,SAN DIEGO,92128,,999990.0,92128,Unanswered,Unknown/NotStated
SAN RAFAEL CATHOLIC PARISH SAN DIEGO,17252 BERNARDO CENTER DR,SAN DIEGO,92128-2004,,813110.0,92128,Unanswered,Unknown/NotStated
"OLD VENICE CAFE, INC.",2910 CANON ST,SAN DIEGO,92106-2710,,722511.0,92106,Unanswered,Not Hispanic or Latino
WISEMAN & ROHY STRUCTURAL ENGINEERS,9915 MIRA MESA BLVD SUITE 200,SAN DIEGO,92131-7002,,541330.0,92131,Unanswered,Not Hispanic or Latino
"MEK ENTERPRISES, INC.",2191 MAIN ST,SAN DIEGO,92113-2217,,488991.0,92113,White,Not Hispanic or Latino
ALCALA PHARMACEUTICALS INC,3703 CAMINO DEL RIO,SAN DIEGO,92108-4032,,325412.0,92108,White,Not Hispanic or Latino
"KENNETH WEISS &AMP; COMPANY, P.C.",5151 SHOREHAM PL,SAN DIEGO,92122,,541211.0,92122,White,Not Hispanic or Latino
"NATIVITY PREP ACADEMY OF SAN DIEGO, INC",2755 55TH ST,SAN DIEGO,92105-5043,,611110.0,92105,White,Not Hispanic or Latino
ALCOTT INSURANCE AGENCY,3945 IDAHO ST,SAN DIEGO,92104,,524210.0,92104,Unanswered,Unknown/NotStated
CABINETS GALORE (ORANGE COUNTY) INC.,9279 Cabot Dr Ste D,San Diego,92126-4364,,337110.0,92126,Unanswered,Unknown/NotStated
WORLD FOODS SUPERMARKET,5245 EL CAJON BLVD,SAN DIEGO,92115,,445110.0,92115,Unanswered,Unknown/NotStated
"LAS HADAS, INC.",558 Fourth Avenue,San Diego,92101,,721199.0,92101,Unanswered,Unknown/NotStated
PARISI PORTFOLIO INC.,3505 Camino del Rio S Ste 308,San Diego,92108-4090,,541410.0,92108,Unanswered,Unknown/NotStated
